#x,y,dataset
1.000000000000000000e+01,8.039999999999999147e+00,0.000000000000000000e+00
8.000000000000000000e+00,6.950000000000000178e+00,0.000000000000000000e+00
1.300000000000000000e+01,7.580000000000000071e+00,0.000000000000000000e+00
9.000000000000000000e+00,8.810000000000000497e+00,0.000000000000000000e+00
1.100000000000000000e+01,8.330000000000000071e+00,0.000000000000000000e+00
1.400000000000000000e+01,9.960000000000000853e+00,0.000000000000000000e+00
6.000000000000000000e+00,7.240000000000000213e+00,0.000000000000000000e+00
4.000000000000000000e+00,4.259999999999999787e+00,0.000000000000000000e+00
1.200000000000000000e+01,1.083999999999999986e+01,0.000000000000000000e+00
7.000000000000000000e+00,4.820000000000000284e+00,0.000000000000000000e+00
5.000000000000000000e+00,5.679999999999999716e+00,0.000000000000000000e+00
1.000000000000000000e+01,9.140000000000000568e+00,1.000000000000000000e+00
8.000000000000000000e+00,8.140000000000000568e+00,1.000000000000000000e+00
1.300000000000000000e+01,8.740000000000000213e+00,1.000000000000000000e+00
9.000000000000000000e+00,8.769999999999999574e+00,1.000000000000000000e+00
1.100000000000000000e+01,9.259999999999999787e+00,1.000000000000000000e+00
1.400000000000000000e+01,8.099999999999999645e+00,1.000000000000000000e+00
6.000000000000000000e+00,6.129999999999999893e+00,1.000000000000000000e+00
4.000000000000000000e+00,3.100000000000000089e+00,1.000000000000000000e+00
1.200000000000000000e+01,9.130000000000000782e+00,1.000000000000000000e+00
7.000000000000000000e+00,7.259999999999999787e+00,1.000000000000000000e+00
5.000000000000000000e+00,4.740000000000000213e+00,1.000000000000000000e+00
1.000000000000000000e+01,7.459999999999999964e+00,2.000000000000000000e+00
8.000000000000000000e+00,6.769999999999999574e+00,2.000000000000000000e+00
1.300000000000000000e+01,1.274000000000000021e+01,2.000000000000000000e+00
9.000000000000000000e+00,7.110000000000000320e+00,2.000000000000000000e+00
1.100000000000000000e+01,7.809999999999999609e+00,2.000000000000000000e+00
1.400000000000000000e+01,8.839999999999999858e+00,2.000000000000000000e+00
6.000000000000000000e+00,6.080000000000000071e+00,2.000000000000000000e+00
4.000000000000000000e+00,5.389999999999999680e+00,2.000000000000000000e+00
1.200000000000000000e+01,8.150000000000000355e+00,2.000000000000000000e+00
7.000000000000000000e+00,6.419999999999999929e+00,2.000000000000000000e+00
5.000000000000000000e+00,5.730000000000000426e+00,2.000000000000000000e+00
8.000000000000000000e+00,6.580000000000000071e+00,3.000000000000000000e+00
8.000000000000000000e+00,5.759999999999999787e+00,3.000000000000000000e+00
8.000000000000000000e+00,7.709999999999999964e+00,3.000000000000000000e+00
8.000000000000000000e+00,8.839999999999999858e+00,3.000000000000000000e+00
8.000000000000000000e+00,8.470000000000000639e+00,3.000000000000000000e+00
8.000000000000000000e+00,7.040000000000000036e+00,3.000000000000000000e+00
8.000000000000000000e+00,5.250000000000000000e+00,3.000000000000000000e+00
1.900000000000000000e+01,1.250000000000000000e+01,3.000000000000000000e+00
8.000000000000000000e+00,5.559999999999999609e+00,3.000000000000000000e+00
8.000000000000000000e+00,7.910000000000000142e+00,3.000000000000000000e+00
8.000000000000000000e+00,6.889999999999999680e+00,3.000000000000000000e+00
